artist,biografia,playcount,oyentes
Dexys Midnight Runners,"Dexy's Midnight Runners fue un grupo británico de música pop con influencia soul con éxito en los años ochenta en particular con la canción ""Come on Eileen"".

Kevin Rowland y Kevin ""Al"" Archer fundaron el grupo en 1978 en Birmingham, Inglaterra con el nombre de Dexedrine. La parte del nombre The midnight runners se refiere a la energía que la Dexedrine daba y que posibilitaba bailar toda la noche. ""Big"" Jim Paterson, Jeff ""JB"" Blythe, Steve ""Babyface"" Spooner <a href=""https://www.last.fm/music/Dexys+Midnight+Runners"">Read more on Last.fm</a>",12174429,1417532
Vardan,"<a href=""https://www.last.fm/music/Vardan"">Read more on Last.fm</a>",32212,2909
Sarita Kharwal,"<a href=""https://www.last.fm/music/Sarita+Kharwal"">Read more on Last.fm</a>",170,61
Mornië Utúlië,"<a href=""https://www.last.fm/music/Morni%C3%AB+Ut%C3%BAli%C3%AB"">Read more on Last.fm</a>",7847,601
The Muteflutes,"<a href=""https://www.last.fm/music/The+Muteflutes"">Read more on Last.fm</a>",1263,148
Hungry Head Hunters,"<a href=""https://www.last.fm/music/Hungry+Head+Hunters"">Read more on Last.fm</a>",254,31
Alexander DJ,"<a href=""https://www.last.fm/music/Alexander+DJ"">Read more on Last.fm</a>",964,160
Dissecdead,"<a href=""https://www.last.fm/music/Dissecdead"">Read more on Last.fm</a>",2667,187
Agnaldo Timoteo,"<a href=""https://www.last.fm/music/+noredirect/Agnaldo+Timoteo"">Read more on Last.fm</a>",111607,14129
Betray the Emissary,"La banda nace al Sur de África en Cape Town con el nombre de ""N.E.M.F."" en el 2002, pasando al nombre de ""Betray The Emissary"" oficialmente en el 2006.

En marzo 29 del 2008, lanzan su primera producción independiente ""In Memory Of Me..."" 

Con influencias de ""My Shade"", ""Forever Will Burn"", ""Decimation Age"", ""Marching Dead"", ""The Horror Cast"", ""Man in Suit"", la banda se conforma por:

Bruce Cunningham - Bass
Gavin Marchbank - Guitars
Daniel Klopper - Guitars
Dane Canterbury - Vocals
Craig McGregor - Drums <a href=""https://www.last.fm/music/Betray+the+Emissary"">Read more on Last.fm</a>",13763,724
Thurneman,"<a href=""https://www.last.fm/music/Thurneman"">Read more on Last.fm</a>",6055,683
BIGBABYGUCCI,"<a href=""https://www.last.fm/music/BIGBABYGUCCI"">Read more on Last.fm</a>",6930403,147097
Luciferian Insectus,"<a href=""https://www.last.fm/music/Luciferian+Insectus"">Read more on Last.fm</a>",1360,166
Wonders of Nature,"<a href=""https://www.last.fm/music/Wonders+of+Nature"">Read more on Last.fm</a>",81603,7518
Lucy,"<a href=""https://www.last.fm/music/Lucy"">Read more on Last.fm</a>",6451154,226354
Ghazala Javed,"<a href=""https://www.last.fm/music/Ghazala+Javed"">Read more on Last.fm</a>",491,114
Lazy Lizzard Gang,"<a href=""https://www.last.fm/music/Lazy+Lizzard+Gang"">Read more on Last.fm</a>",121335,8911
Nauí,"<a href=""https://www.last.fm/music/Nau%C3%AD"">Read more on Last.fm</a>",10684,1776
DJ Kadel,"<a href=""https://www.last.fm/music/DJ+Kadel"">Read more on Last.fm</a>",546,255
Ottobrenero,"<a href=""https://www.last.fm/music/Ottobrenero"">Read more on Last.fm</a>",1056,89
Neelkamal Singh,"<a href=""https://www.last.fm/music/Neelkamal+Singh"">Read more on Last.fm</a>",28788,3733
Atta Ullah Khan Esakhelvi,"<a href=""https://www.last.fm/music/+noredirect/Atta+Ullah+Khan+Esakhelvi"">Read more on Last.fm</a>",18845,1343
W&W,"W&W es un dúo de los Países Bajos y productores de música trance, integrado por Willem van Hanegem Jr. y Wardt van der Harst, (también conocido como Re-Ward). Su primer éxito fue ""Mustang"", tuvo el respaldo en sets por DJs como Armin van Buuren, Tiësto y Markus Schulz.
Con ellos se fue gestando un nuevo sonido trance, a nivel mundial, comenzando a sonar en los clubes underground, estadios y festivales.
Con tracks como 'Ensure’, ‘Show my Shuffle’ <a href=""https://www.last.fm/music/W&W"">Read more on Last.fm</a>",6515460,478448
Kirtidan Gadhvi,"<a href=""https://www.last.fm/music/Kirtidan+Gadhvi"">Read more on Last.fm</a>",16490,2220
Jeepz,"<a href=""https://www.last.fm/music/Jeepz"">Read more on Last.fm</a>",7660,345
Fhat.R,"<a href=""https://www.last.fm/music/Fhat.R"">Read more on Last.fm</a>",1639,188
Vulto.,"<a href=""https://www.last.fm/music/Vulto."">Read more on Last.fm</a>",6190,299
Big Pokey,"<a href=""https://www.last.fm/music/Big+Pokey"">Read more on Last.fm</a>",241788,47531
Adult Fur,"<a href=""https://www.last.fm/music/Adult+Fur"">Read more on Last.fm</a>",2741,105
Benny Benni,"<a href=""https://www.last.fm/music/Benny+Benni"">Read more on Last.fm</a>",148384,17833
Eyci and Cody,"Duo de Reggaeton chileno oriundo de la ciudad de Valparaíso. El año 2010 sacaron su primer single: ""Amémonos a Escondidas"" el cual fue todo un éxito. <a href=""https://www.last.fm/music/Eyci+and+Cody"">Read more on Last.fm</a>",38068,7848
The Vamps,"The Vamps es una banda de pop rock formada en 2012 por Bradley William Simpson de Sutton Coldfield, Birmingham (guitarra y voz principal), James McVey de Bournemouth (guitarra y coros) y Tristan Evans de Exeter (batería y coros)y Connor Ball de Aberdeen, Escocia (bajo y coros) En noviembre de 2012 firmaron con la discográfica Mercury Records. La banda abrió para McFly en su Memory Lane Tour a principios de 2013. Han participado en varios festivales de Gran Bretaña, donde actuaron bandas como The Wanted, Little Mix, Union J, JLS y Lawson.
 <a href=""https://www.last.fm/music/The+Vamps"">Read more on Last.fm</a>",21840462,989306
Disloyal,"<a href=""https://www.last.fm/music/Disloyal"">Read more on Last.fm</a>",18456,1296
Project Poppa,"<a href=""https://www.last.fm/music/Project+Poppa"">Read more on Last.fm</a>",3601,423
Eladio y Los Seres Queridos,"Eladio y Los Seres Queridos (anteriormente llamada Elodio y Los Seres Queridos) es una banda de indie pop gallega. Desde septiembre de 2005 que comienzan su andadura como cuarteto, con piano (Manuel Santamaría) y batería digital (Marcos Vázquez, que hacia también de teclista), realizan varias giras por España, presentando en 2007 su primer trabajo ('Esto que Tienes Delante', Grabaciones en el Mar) en casi todas las Fnac, tocando en festivales como Monkey Week, Cultura Quente, y teloneando a grupos como Deluxe, Amaral o Vetusta Morla.​ <a href=""https://www.last.fm/music/Eladio+y+Los+Seres+Queridos"">Read more on Last.fm</a>",59339,4241
Defra,"<a href=""https://www.last.fm/music/DEFRA"">Read more on Last.fm</a>",7249,783
Rotting Obscene,"<a href=""https://www.last.fm/music/Rotting+Obscene"">Read more on Last.fm</a>",6957,548
Shady Nate,"<a href=""https://www.last.fm/music/Shady+Nate"">Read more on Last.fm</a>",111395,19428
Holocausto Canibal,"Holocausto Caníbal (Portugal)

Procedente de Porto [Portugal], se reunieron en la caída del 97 con el objetivo de crear la banda más brutal en Portugal.
Unánimemente considerada como la más extrema y muy conocido portugués Death Grind Gore conjunto en la escena de hoy las intenciones de esta banda han sido siempre los mismos ... Tristemente célebre por sus impresionantes espectáculos en vivo con coreografías gore [principalmente como encabezamiento <a href=""https://www.last.fm/music/Holocausto+Canibal"">Read more on Last.fm</a>",122922,4654
Argos,"Hay varias bandas llamadas Argos1
1)Banda de Power/Heavy Metal madrileña, formada en 2004. Aunque llevan poco tiempo como grupo y solo tienen una demo, llamada ""Alma Negra"",  muestran un gran calidad musical.

Formación actual:
-David Gutiérrez del Pozo (voz)
-David Santamaría González-Elipe (guitarra)
-Javier Romero Álvarez (batería)
-Enrique Villalba Díez (bajo)
-Miguel Leirado Outón (teclado)
-Javier Arias Ortiz (guitarra)


2)Argos es una banda de metal melódico originaria del oeste de San José, Costa Rica. <a href=""https://www.last.fm/music/Argos"">Read more on Last.fm</a>",49371,3692
Ridho Ramon,"<a href=""https://www.last.fm/music/Ridho+Ramon"">Read more on Last.fm</a>",24,12
Cyborg AOS,"<a href=""https://www.last.fm/music/cyborg+aos"">Read more on Last.fm</a>",66,18
Natvre's,"<a href=""https://www.last.fm/music/Natvre%27s"">Read more on Last.fm</a>",5740,419
Kiko y Shara,"<a href=""https://www.last.fm/music/+noredirect/Kiko+y+Shara"">Read more on Last.fm</a>",26113,2575
Rich,"<a href=""https://www.last.fm/music/Rich"">Read more on Last.fm</a>",356803,68129
Murciano Total,"<a href=""https://www.last.fm/music/Murciano+Total"">Read more on Last.fm</a>",20455,1377
Asha Vaishnav,"<a href=""https://www.last.fm/music/Asha+Vaishnav"">Read more on Last.fm</a>",37,10
Dominique A,"Dominique Ané, nombre completo de Dominique A, nació el 6 de octubre de 1968 en Francia.
Comenzó su carrera en los años 90, componiendo canciones, de estilo minimalista, pero influenciado claramente por el rock. Su primer disco fue producido por el sello discográfico Lithium, siendo destacado por el periodista Bernard Lenoir en la revista Les inrockuptibles, de música independiente.
A partir de 1993, comienza a producir por su cuenta sus propios trabajos <a href=""https://www.last.fm/music/Dominique+A"">Read more on Last.fm</a>",2085957,148715
Aye Mammoth,"<a href=""https://www.last.fm/music/Aye+Mammoth"">Read more on Last.fm</a>",3461,412
Pc Tweezie,"<a href=""https://www.last.fm/music/Pc+Tweezie"">Read more on Last.fm</a>",13061,3571
Sashi,"<a href=""https://www.last.fm/music/+noredirect/Sashi"">Read more on Last.fm</a>",935,299
Immemoreal,"<a href=""https://www.last.fm/music/Immemoreal"">Read more on Last.fm</a>",7772,582
M.A.I.M.,"M.A.I.M.  es una banda de Folk Metal proveniente de Belluno, Veneto (Italia).

Miembros
Simone Giovinazzo Bajo, Voz
Nicola De Cesero Batería 
Giovanni Chemello Guitarra
Carlo De Nart Guitars, Voz
Adriano ""Neno"" Peterle Teclados
Silvia Valletta Violín
Dario De Nart Voz

Discografía
The Frozen Pass EP 	2011 <a href=""https://www.last.fm/music/M.A.I.M."">Read more on Last.fm</a>",1661,203
Anion Effect,"<a href=""https://www.last.fm/music/Anion+Effect"">Read more on Last.fm</a>",1824,210
Fischer,"<a href=""https://www.last.fm/music/Fischer"">Read more on Last.fm</a>",32586,2781
Ian the Young Rich Boy,"<a href=""https://www.last.fm/music/Ian+The+Young+Rich+Boy"">Read more on Last.fm</a>",515,80
Maria Koterbska,"<a href=""https://www.last.fm/music/Maria+Koterbska"">Read more on Last.fm</a>",78114,10589
Mephistopheles,"Mephistopheles es un grupo de Technical Death Metal de Australia, formado en el año 2004, en el que el ex-Psycroptic y  Spawn of Possession, Matthew ""Chalky"" Chalk, es el vocalista.

Contando con antiguos miembros de Spawn Of Possession, Psycroptic y Space Raven entre otros tantos, MEPHISTOPHELES es un cuarteto de Death metal técnico de Hobart (Tasmania) inspirada por bandas como Atheist, Deeds Of Flesh, Opeth, Cynic o Deicide. MEPHISTOPHELES siempre se han centrado en la creación de música memorable <a href=""https://www.last.fm/music/Mephistopheles"">Read more on Last.fm</a>",87035,4926
Hung On Horns,"<a href=""https://www.last.fm/music/Hung+On+Horns"">Read more on Last.fm</a>",1068,90
Vía Dolorosa,"En 1997 nace el proyecto de un trío de músicos, los cuales, después de haber tocado en otras agrupaciones quisieron hacer una banda con influencias del gótico, Post-punk y Metal. Los integrantes eran Francisco Vázquez (Guitarra), David Trejo (bajo) y Alejandro Vázquez (Batería). 

 En el transcurso del año se une a la banda Rocío Buendía en las vocales, y empezaron a componer sus primeras canciones, para principios de 1998 graban su primer Demo (casero <a href=""https://www.last.fm/music/+noredirect/V%C3%ADa+dolorosa"">Read more on Last.fm</a>",3438,421
Abraham Mateo,"Abraham Mateo (n. 25 de agosto de 1998) es un actor y cantante español de pop y baladas. En diciembre de 2009, cuando tenía 11 años, salió su álbum debut Abraham Mateo en España, producido por el productor y compositor español Jacobo Calderón, quien ha trabajado con artistas como Raphael, David Bisbal y Luis Fonsi.

Comienzos

Abraham Mateo nació en San Fernando (Cádiz), España, el 25 de agosto de 1998, es el menor de los dos hijos del matrimonio de Antonio Mateo y de Susana Chamorro. <a href=""https://www.last.fm/music/Abraham+Mateo"">Read more on Last.fm</a>",2102191,138908
King Kyle Lee,"<a href=""https://www.last.fm/music/King+Kyle+Lee"">Read more on Last.fm</a>",17925,4288
Grÿmt,"<a href=""https://www.last.fm/music/Gr%C3%BFmt"">Read more on Last.fm</a>",42,19
Obscura Insania,"<a href=""https://www.last.fm/music/Obscura+Insania"">Read more on Last.fm</a>",369,56
Sou El Flotador,"<a href=""https://www.last.fm/music/Sou+El+Flotador"">Read more on Last.fm</a>",39397,6011
Sharp Skills,"<a href=""https://www.last.fm/music/Sharp+Skills"">Read more on Last.fm</a>",2805,310
Catharist,"<a href=""https://www.last.fm/music/Catharist"">Read more on Last.fm</a>",2849,229
8m/s,"<a href=""https://www.last.fm/music/8m%2Fs"">Read more on Last.fm</a>",12005,655
MC haNsAi,"<a href=""https://www.last.fm/music/MC+Hansai"">Read more on Last.fm</a>",5019,544
Ervin River,"<a href=""https://www.last.fm/music/Ervin+River"">Read more on Last.fm</a>",17841,2412
Teklit Kidane,"<a href=""https://www.last.fm/music/Teklit+Kidane"">Read more on Last.fm</a>",83,19
Mista Deezy,"<a href=""https://www.last.fm/music/Mista+Deezy"">Read more on Last.fm</a>",66,19
Arianna Puello,"Arianna Puello o Ari es una Mc española de origen dominicano.

A la edad de 8 años se afincó en Salt (Gerona, España). Comienza su trabajo artístico dentro del hip hop en el año 1993 grabando con una amiga una canción. Más tarde formó un grupo junto con Bano llamado N.O.Del KRIB (Nacidos Originalmente del Karibe). Después de que N.O.Del KRIB se disolviera, entró a formar parte del grupo Discípulos del Micro, el cual también se disolvió.  <a href=""https://www.last.fm/music/Arianna+Puello"">Read more on Last.fm</a>",190023,18237
Char,"<a href=""https://www.last.fm/music/Char"">Read more on Last.fm</a>",550793,50756
Wisin,"Juan Luis Morera Luna (19 de diciembre, 1978) conocido artísticamente como Wisin El Sobrevivente (O Sobrevivente), El Sensei ,""W"", es originario de Cayey, Puerto Rico. De los cantantes más destacados del género Reggaetón. Forma parte del dúo mas famoso Wisin & Yandel, como solista ha tenido grandes éxitos.Inicio su carrera en 1998 <a href=""https://www.last.fm/music/Wisin"">Read more on Last.fm</a>",4558707,395852
Ivy Queen,"Martha Ivelisse Pesante más conocida como Ivy Queen nació el 4 de marzo 1972 en Añasco, Puerto Rico. Es una cantautora puertorriqueña del género reggaetón. Ivy Queen y La Atrevida, de Panamá primeras artistas al representar el sexo femenino en este género dominado por hombres.

Ivy Queen ha interpretado canciones de éxito como ""La gata fiera"", ""Te he querido te he llorado"", ""La otra"" y su gran éxito ""Pa. la cama voy"" , una canción autobiográfica y ""Que lloren"". <a href=""https://www.last.fm/music/Ivy+Queen"">Read more on Last.fm</a>",2050873,263945
Эскимос Crew,"<a href=""https://www.last.fm/music/%D0%AD%D1%81%D0%BA%D0%B8%D0%BC%D0%BE%D1%81+Crew"">Read more on Last.fm</a>",31549,2065
Stratford,"<a href=""https://www.last.fm/music/Stratford"">Read more on Last.fm</a>",1467,255
Vinicio Capossela,"Vinicio Capossela es uno de los más interesantes artistas de Italia. Su estilo, irreverente y abierto a todas las influencias, ha cautivado incluso a los espectadores más exigentes de toda Europa.

Su música es de una riqueza extraordinaria, conteniendo temas que van de la música tradicional italiana al jazz, sin olvidar las notas cabareteras o sonidos latinos. Su sabiduría fusiona estos estilos con letras mordaces, irónicas y, a menudo, surrealistas, que hacen de este cantautor uno de los músicos más completos de su tierra. <a href=""https://www.last.fm/music/Vinicio+Capossela"">Read more on Last.fm</a>",2116234,109312
Angel 7,"Angel 7 es una banda de melodic power metal con voces que tienden hacia el black metal y la contundencia del death metal en su vertiente melódica. Se constituyen como una banda de corte cristiano por la letras en sus canciones y el enfoque narrativo en sus álbumes. Provienen de Ucrania, inspirados por la trayectoria musical de otra banda Ucraniana de índole cristiana, como lo son Holy Blood, banda característica dentro del metal cristiano.  <a href=""https://www.last.fm/music/Angel+7"">Read more on Last.fm</a>",20180,1273
Arsenal,"Hay varios artistas con este nombre.
1.Arsenal es un dúo de música electrónica formado por músicos belgas Hendrik Willemyns y John Roan. Desde su single debut 'Release' en 1999 el Arsenal ha publicado cuatro álbumes, colaborando con una amplia gama de cantantes y músicos internacionales, entre ellos Mike Ladd , Shawn Smith , John García , de Grant Hart , y Johnny Whitney . Aunque sus raíces en la música electrónica de baile, el Arsenal ha incorporado muchos otros géneros de la música en sus álbumes <a href=""https://www.last.fm/music/Arsenal"">Read more on Last.fm</a>",1501172,108478
Piotta,"<a href=""https://www.last.fm/music/Piotta"">Read more on Last.fm</a>",268043,27432
DJ RC,"<a href=""https://www.last.fm/music/Dj+RC"">Read more on Last.fm</a>",8980,1772
Naseebo Lal,"<a href=""https://www.last.fm/music/Naseebo+Lal"">Read more on Last.fm</a>",93518,12896
Martina Stoessel,"Martina Stoessel (n. Buenos Aires, Argentina; 21 de marzo de 1997) es una cantante, actriz y bailarina argentina. Su salto a la fama lo alcanzó al protagonizar ""Violetta"", una serie original de Disney Channel. Una vez terminada la serie, cerró el ciclo de Violetta con una película y cambió su nombre artístico a Tini.

Su carrera musical inició en 2011, tras haber interpretado Tu resplandor, la versión en español de la canción The Glow de Disney Princesas. <a href=""https://www.last.fm/music/Martina+Stoessel"">Read more on Last.fm</a>",2365708,93251
EF,"Todo esto empezó en mayo del 2003, cuando la banda se conoció en unas circunstancias bastante humanas en Gotemburgo, Suecia. 

Aquella noche algunas promesas fueron hechas y algunas otras contenidas. Una semana mas tarde unieron todos sus instrumentos en lo que fue un día muy calido en contraposición del mal tiempo cotidiano, de ahí surge EF y su interés por crear preciosos lugares de escape sonoros mezclando melodías tiernas llenas de cargas afectivas y dinamismo con explosiones de pura emoción. <a href=""https://www.last.fm/music/EF"">Read more on Last.fm</a>",5055822,308036
Alkawi,"<a href=""https://www.last.fm/music/Alkawi"">Read more on Last.fm</a>",1277,79
Lalitya Munshaw,"<a href=""https://www.last.fm/music/Lalitya+Munshaw"">Read more on Last.fm</a>",17279,2749
Scory Kovitch,"<a href=""https://www.last.fm/music/Scory+Kovitch"">Read more on Last.fm</a>",7493,1156
Rita Drangsholt,"<a href=""https://www.last.fm/music/Rita+Drangsholt"">Read more on Last.fm</a>",1986,96
Bajo Zero,"BAJO ZERO, banda de Thrash Death Progressive Metal, que surge en Barquisimeto, Venezuela a mediados de Diciembre de 1995, con la inquietud de querer hacer algo distinto dentro del género. 
 A los tres meses de formación, se decide grabar varios temas para radiar en ese mismo año, siendo la primera banda de metal en grabar un material formal en uno de los mejores estudios de la región, buscando un equilibrio entre la melodía y la técnica llegan <a href=""https://www.last.fm/music/Bajo+Zero"">Read more on Last.fm</a>",2200,282
Udit Narayan,"<a href=""https://www.last.fm/music/Udit+Narayan"">Read more on Last.fm</a>",1543928,114784
Pagan Megalith,"<a href=""https://www.last.fm/music/Pagan+Megalith"">Read more on Last.fm</a>",3359,180
The White Shadow,"<a href=""https://www.last.fm/music/+noredirect/THe+WHite+SHadow"">Read more on Last.fm</a>",4755,748
Fable,"<a href=""https://www.last.fm/music/Fable"">Read more on Last.fm</a>",315525,49276
Andy G,"<a href=""https://www.last.fm/music/Andy+G"">Read more on Last.fm</a>",18466,1593
Dinesh Mali,"<a href=""https://www.last.fm/music/Dinesh+Mali"">Read more on Last.fm</a>",218,36
Condition Red,"<a href=""https://www.last.fm/music/Condition+Red"">Read more on Last.fm</a>",7867,1113
Einar & Einar,"<a href=""https://www.last.fm/music/Einar+&+Einar"">Read more on Last.fm</a>",396,129
バブルソ,"<a href=""https://www.last.fm/music/%E3%83%90%E3%83%96%E3%83%AB%E3%82%BD"">Read more on Last.fm</a>",6503,277
Order of Leviathan,"<a href=""https://www.last.fm/music/Order+of+Leviathan"">Read more on Last.fm</a>",2846,297
Noor Jehan,"<a href=""https://www.last.fm/music/Noor+Jehan"">Read more on Last.fm</a>",88787,11374
Stone Healer,"<a href=""https://www.last.fm/music/Stone+Healer"">Read more on Last.fm</a>",18675,1521
Scala Mercalli,"<a href=""https://www.last.fm/music/Scala+Mercalli"">Read more on Last.fm</a>",1947,289
David Barrull,"<a href=""https://www.last.fm/music/David+Barrull"">Read more on Last.fm</a>",19513,2283
Scila,"SCILA se define como una banda de ""Melodic Groove Metal"" (con influencias desde el Death, Thrash... etc) con potentes guturales y armonías vocales, de Alicante, España. En 2013 sacaron su DEMO autoproducida, y en éste mismo año, tras fichar por Fantastika Records (Alicante) lanzaron su LP ""Scila”, el cual ha llegado a muchos oídos tras tocar en festivales como el Rock Arena y compartir escenario con potentes bandas internacionales. Scila está actualmente trabajando en su 2º álbum de estudio que saldrá en verano de 2017. <a href=""https://www.last.fm/music/Scila"">Read more on Last.fm</a>",13845,1579
Baby Joe,"<a href=""https://www.last.fm/music/Baby+Joe"">Read more on Last.fm</a>",199,78
C-Struggs,"<a href=""https://www.last.fm/music/C-Struggs"">Read more on Last.fm</a>",14456,2230
Hot Boy Turk,"<a href=""https://www.last.fm/music/Hot+Boy+Turk"">Read more on Last.fm</a>",4757,797
Deconstructing Sequence,"<a href=""https://www.last.fm/music/Deconstructing+Sequence"">Read more on Last.fm</a>",3574,331
Suresh Wadkar,"<a href=""https://www.last.fm/music/Suresh+Wadkar"">Read more on Last.fm</a>",275451,29110
Jens Book-Jenssen,"<a href=""https://www.last.fm/music/Jens+Book-Jenssen"">Read more on Last.fm</a>",40830,7193
Inferno,"Hay varias bandas con el nombre ""Inferno"".

1. Inferno es una banda de Gothic Metal de Kiev, Ucrania

2. Inferno (Cze) es una banda de raw black metal band fundada en 1996 en Karviná Hranice, República Checa. Sus letras se refieren al paganismo, historia eslava y guerra. 

3. Inferno fue una banda alemana de hardcore punk band de Augsburgo (~1982-1989)

4. Una banda punk formada en 2008 en Essex

5. Inferno es una banda de  ‘’grind’n’roll’’ band de Roma, Italia. Mezclan elementos de metal, hardcore y rock con sonidos electronicos <a href=""https://www.last.fm/music/Inferno"">Read more on Last.fm</a>",585630,36353
Caetera,"<a href=""https://www.last.fm/music/Caetera"">Read more on Last.fm</a>",258,36
Mackie,"<a href=""https://www.last.fm/music/Mackie"">Read more on Last.fm</a>",127694,15269
Ecos del Rocío,"<a href=""https://www.last.fm/music/+noredirect/Ecos+del+Roc%C3%ADo"">Read more on Last.fm</a>",15098,1519
Flatulated,"<a href=""https://www.last.fm/music/Flatulated"">Read more on Last.fm</a>",1391,169
Sniglabandið,"<a href=""https://www.last.fm/music/+noredirect/Sniglabandi%C3%B0"">Read more on Last.fm</a>",11584,1634
Orchestral Manoeuvres In The Dark,"Orchestral Manoeuvres In The Dark (OMD) es una banda electrónica inglesa formada en Wirral, Merseyside en 1978. La banda está compuesta por los cofundadores Andy McCluskey (voz, bajo) y Paul Humphreys (teclados, voz), junto con Martin Cooper (varios instrumentos) y Stuart Kershaw (batería). McCluskey y Humphreys se conocieron en la escuela primaria en Meols a principios de la década de 1960, y a mediados de la década de 1970, cuando eran adolescentes <a href=""https://www.last.fm/music/Orchestral+Manoeuvres+in+the+Dark"">Read more on Last.fm</a>",18916908,1107866
Loyal T,"<a href=""https://www.last.fm/music/Loyal+T"">Read more on Last.fm</a>",251,52
Russian Red,"Sus primeros acordes sonaron cuando tenía 16 años, una amiga le estaba enseñando a tocar la guitarra para participar en un coro de verano. Aquello fue un gran principio. Las primeras canciones vinieron seguidas. Por su afición a escribir poesía, en sus inicios Lourdes le puso música a algunos de sus poemas, aunque pronto se dio cuenta de que en inglés todo lo que quería expresar le parecía más sutil y sencillo.

Tras un breve paso por un grupo que nunca llegó a tener nombre <a href=""https://www.last.fm/music/Russian+Red"">Read more on Last.fm</a>",6230706,253757
Classic Noise,"<a href=""https://www.last.fm/music/cLASSIC+nOISE"">Read more on Last.fm</a>",370,96
DB Tha General,"<a href=""https://www.last.fm/music/DB+tha+General"">Read more on Last.fm</a>",59873,8246
Global Deejays,"Detrás de The Global Deejays están Konrad y Florian Schreyvogl, quienes son originarios de Holanda y ahora, después de algunos años, son un equipo productor muy importante de música dance. Algunos de sus temas han tenido gran impacto dentro de la escena musical electrónica. El tercer Global Deejay es Mikkel Christensen, originario de Dinamarca y quien creció en Philadelphia y Vienna, actualmente toca en varios lugares de Londres. El proyecto <a href=""https://www.last.fm/music/Global+Deejays"">Read more on Last.fm</a>",2566800,378391
Lil Rue,"<a href=""https://www.last.fm/music/Lil+Rue"">Read more on Last.fm</a>",54574,9375
Devak24,"<a href=""https://www.last.fm/music/Devak24"">Read more on Last.fm</a>",3320,225
John Hidalgo,"<a href=""https://www.last.fm/music/John+Hidalgo"">Read more on Last.fm</a>",1311,271
El Núm3ro,"<a href=""https://www.last.fm/music/El+N%C3%BAm3ro"">Read more on Last.fm</a>",8,6
Linco,"<a href=""https://www.last.fm/music/Linco"">Read more on Last.fm</a>",2796,434
Perreke,"<a href=""https://www.last.fm/music/Perreke"">Read more on Last.fm</a>",14628,3550
Kavelo Y No Drama,"<a href=""https://www.last.fm/music/Kavelo+y+No+drama"">Read more on Last.fm</a>",502,89
Awake the Secrets,"<a href=""https://www.last.fm/music/Awake+The+Secrets"">Read more on Last.fm</a>",2216,296
Neno Calvin,"<a href=""https://www.last.fm/music/Neno+Calvin"">Read more on Last.fm</a>",46548,2310
Animality,"<a href=""https://www.last.fm/music/Animality"">Read more on Last.fm</a>",1474,227
Mr. Fleezow,"<a href=""https://www.last.fm/music/Mr.+Fleezow"">Read more on Last.fm</a>",113,57
Real Deal,"<a href=""https://www.last.fm/music/Real+Deal"">Read more on Last.fm</a>",13787,2635
Fisko23,"<a href=""https://www.last.fm/music/FISKO23"">Read more on Last.fm</a>",3686,81
Inhuman,"<a href=""https://www.last.fm/music/Inhuman"">Read more on Last.fm</a>",318697,23335
Motörhead,"Motörhead fue una banda icono del hard rock inglés. Fundada por el ex bajista de Hawkwind, Lemmy Kilmister.

Normalmente denominada como un power trio, Motörhead en los años 1980 tuvo un gran éxito con muchos singles en los UK Top 40 chart. Los álbumes 'Overkill', 'Bomber', 'Ace of Spades' y, particularmente, 'No Sleep 'tal Hammersmith', dan a Motörhead la reputación de una las mejores bandas de heavy metal británico.

Mientras que la banda es clasificada comúnmente como heavy metal o speed metal (y <a href=""https://www.last.fm/music/+noredirect/Mot%C3%B6rhead"">Read more on Last.fm</a>",84551075,2081535
Scalpture,"<a href=""https://www.last.fm/music/Scalpture"">Read more on Last.fm</a>",78058,7395
David Vassalotti,"<a href=""https://www.last.fm/music/+noredirect/David+Vassalotti"">Read more on Last.fm</a>",3343,451
Kyle Rapps,"<a href=""https://www.last.fm/music/Kyle+Rapps"">Read more on Last.fm</a>",29826,7371
Big Boy,"Gustavo Roy Díaz - (5 de abril de 1976 en Santurce, Puerto Rico), conocido como Big Boy, es unos de los primeros cantantes del movimiento del hip hop latino. Aunque este cantante no solo incursionó en el género del rap, siendo uno de los primeros boricuas en grabar Reggae en español, siguiendo el estilo de los panameños Nando Boom y El General, al igual que Vico C y otros. popularizado ahora como Reggaeton.

En 1993 sale a la calle su disco Mr. <a href=""https://www.last.fm/music/Big+Boy"">Read more on Last.fm</a>",1189574,117024
Fungus,"Fungus nace en Vicálvaro (Madrid) en 2001, influenciados por el sonido Stoner (grupos como Dozer, Fumanchu, Nebula y sobre todo, los pioneros en este sonido: Kyuss). Desde ese punto de partida, el sonido de Fungus ha ido explorando los interminables matices del rock. En 2005 graban su primera maqueta ""Lost in a lonely planet"", y sus directos les llevan por casi todas las salas madrileñas llegando a telonear a Los Natas (Argentina). En 2007 graban ""Psychonaut"" (más psicodelia y riffts stoner <a href=""https://www.last.fm/music/Fungus"">Read more on Last.fm</a>",58518,4823
High Rollaz,"<a href=""https://www.last.fm/music/High+Rollaz"">Read more on Last.fm</a>",2787,1004
Alex Martinho,"<a href=""https://www.last.fm/music/Alex+Martinho"">Read more on Last.fm</a>",1817,191
House Goes Down,"<a href=""https://www.last.fm/music/House+Goes+Down"">Read more on Last.fm</a>",3864,198
